run_id,condition,seed,bank,scenario_id,term_reason,completion,collision,timeout,merge_order,role_V0,speed_class_V0,merge_position_V0,hard_brake_count_V0,role_V1,speed_class_V1,merge_position_V1,hard_brake_count_V1,role_V2,speed_class_V2,merge_position_V2,hard_brake_count_V2,role_V3,speed_class_V3,merge_position_V3,hard_brake_count_V3
mean_900103,mean,900103,H0,H0_00002,success,1,0,0,V0>V2>V1>V3,ramp,homogeneous,1,0,ramp,homogeneous,3,0,mainline,homogeneous,2,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00003,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00004,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00005,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00006,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00007,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00008,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00009,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00010,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00011,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00012,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00013,success,1,0,0,V2>V0>V1>V3,ramp,homogeneous,2,0,ramp,homogeneous,3,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00014,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00015,success,1,0,0,V2>V1>V3>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00016,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00017,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00018,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00019,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00020,success,1,0,0,V3>V0>V2>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00021,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00022,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00023,success,1,0,0,V2>V1>V3>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00024,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00025,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00026,success,1,0,0,V3>V1>V0>V2,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,4,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00027,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00028,success,1,0,0,V3>V0>V2>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00029,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00030,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00031,success,1,0,0,V2>V0>V1>V3,ramp,homogeneous,2,0,ramp,homogeneous,3,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00032,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00033,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00034,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00035,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00036,success,1,0,0,V2>V1>V0>V3,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00037,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00038,success,1,0,0,V3>V0>V2>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00039,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00040,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00041,success,1,0,0,V1>V3>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,1,0,mainline,homogeneous,3,0,mainline,homogeneous,2,0
mean_900103,mean,900103,H0,H0_00042,success,1,0,0,V2>V1>V0>V3,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00043,success,1,0,0,V1>V2>V3>V0,ramp,homogeneous,4,0,ramp,homogeneous,1,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00044,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00045,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00046,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00047,success,1,0,0,V3>V0>V2>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00048,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00049,success,1,0,0,V0>V3>V2>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,2,0
mean_900103,mean,900103,H0,H0_00050,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00051,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00052,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00053,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00054,success,1,0,0,V1>V2>V3>V0,ramp,homogeneous,4,0,ramp,homogeneous,1,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00055,success,1,0,0,V2>V0>V1>V3,ramp,homogeneous,2,0,ramp,homogeneous,3,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00056,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00057,success,1,0,0,V2>V0>V1>V3,ramp,homogeneous,2,0,ramp,homogeneous,3,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00058,success,1,0,0,V2>V1>V3>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00059,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00060,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00061,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00062,success,1,0,0,V3>V1>V0>V2,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,4,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00063,success,1,0,0,V2>V1>V3>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00064,success,1,0,0,V2>V0>V1>V3,ramp,homogeneous,2,0,ramp,homogeneous,3,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00065,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00066,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00067,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00068,success,1,0,0,V3>V0>V2>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00069,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00070,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00071,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00072,success,1,0,0,V0>V3>V2>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,2,0
mean_900103,mean,900103,H0,H0_00073,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00074,success,1,0,0,V3>V0>V2>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00075,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00076,success,1,0,0,V3>V0>V1>V2,ramp,homogeneous,2,0,ramp,homogeneous,3,0,mainline,homogeneous,4,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00077,success,1,0,0,V2>V1>V3>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00078,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00079,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00080,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00081,success,1,0,0,V0>V3>V2>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,2,0
mean_900103,mean,900103,H0,H0_00082,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00083,success,1,0,0,V2>V0>V1>V3,ramp,homogeneous,2,0,ramp,homogeneous,3,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00084,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00085,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00086,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00087,success,1,0,0,V3>V0>V2>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00088,success,1,0,0,V2>V1>V3>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00089,success,1,0,0,V2>V0>V1>V3,ramp,homogeneous,2,0,ramp,homogeneous,3,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00090,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00091,success,1,0,0,V1>V3>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,1,0,mainline,homogeneous,3,0,mainline,homogeneous,2,0
mean_900103,mean,900103,H0,H0_00092,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00093,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00094,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00095,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00096,success,1,0,0,V2>V0>V1>V3,ramp,homogeneous,2,0,ramp,homogeneous,3,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00097,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00098,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00099,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00100,success,1,0,0,V3>V0>V2>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00101,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00102,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00103,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00104,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00105,success,1,0,0,V2>V1>V0>V3,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00106,success,1,0,0,V3>V1>V0>V2,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,4,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00107,success,1,0,0,V2>V1>V0>V3,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00108,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00109,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00110,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00111,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00112,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00113,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00114,success,1,0,0,V3>V0>V2>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00115,success,1,0,0,V3>V0>V2>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00116,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00117,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00118,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00119,success,1,0,0,V3>V1>V0>V2,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,4,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00120,success,1,0,0,V3>V1>V0>V2,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,4,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00121,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00122,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00123,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00124,success,1,0,0,V3>V1>V0>V2,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,4,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00125,success,1,0,0,V2>V1>V0>V3,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00126,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00127,success,1,0,0,V3>V1>V0>V2,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,4,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00128,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00129,success,1,0,0,V2>V1>V3>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00130,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00131,success,1,0,0,V2>V0>V1>V3,ramp,homogeneous,2,0,ramp,homogeneous,3,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00132,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00133,success,1,0,0,V1>V2>V3>V0,ramp,homogeneous,4,0,ramp,homogeneous,1,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00134,success,1,0,0,V1>V2>V3>V0,ramp,homogeneous,4,0,ramp,homogeneous,1,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00135,success,1,0,0,V1>V3>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,1,0,mainline,homogeneous,3,0,mainline,homogeneous,2,0
mean_900103,mean,900103,H0,H0_00136,success,1,0,0,V3>V0>V1>V2,ramp,homogeneous,2,0,ramp,homogeneous,3,0,mainline,homogeneous,4,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00137,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00138,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00139,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00140,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00141,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900103,mean,900103,H0,H0_00142,success,1,0,0,V1>V3>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,1,0,mainline,homogeneous,3,0,mainline,homogeneous,2,0
mean_900103,mean,900103,H0,H0_00143,success,1,0,0,V2>V1>V0>V3,ramp,homogeneous,3,0,ramp,homogeneous,2,0,mainline,homogeneous,1,0,mainline,homogeneous,4,0
mean_900103,mean,900103,H0,H0_00144,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00145,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00146,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00147,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,0,mainline,homogeneous,2,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00148,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_900103,mean,900103,H0,H0_00149,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,0,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900103,mean,900103,H0,H0_00150,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,0,mainline,homogeneous,,0
