run_id,condition,seed,bank,scenario_id,term_reason,completion,collision,timeout,merge_order,role_V0,speed_class_V0,window_entry_step_V0,window_exit_step_V0,window_active_steps_V0,brake_action_count_window_V0,brake_rate_window_V0,c_brake_window_V0,hard_brake_events_window_V0,hard_brake_events_episode_V0,role_V1,speed_class_V1,window_entry_step_V1,window_exit_step_V1,window_active_steps_V1,brake_action_count_window_V1,brake_rate_window_V1,c_brake_window_V1,hard_brake_events_window_V1,hard_brake_events_episode_V1,role_V2,speed_class_V2,window_entry_step_V2,window_exit_step_V2,window_active_steps_V2,brake_action_count_window_V2,brake_rate_window_V2,c_brake_window_V2,hard_brake_events_window_V2,hard_brake_events_episode_V2,role_V3,speed_class_V3,window_entry_step_V3,window_exit_step_V3,window_active_steps_V3,brake_action_count_window_V3,brake_rate_window_V3,c_brake_window_V3,hard_brake_events_window_V3,hard_brake_events_episode_V3
maximin_920104,maximin,920104,H1,H1_00060,success,1,0,0,V2>V0>V1>V3,ramp,slow,18.0,48.0,30,2,0.0666666666666666,0.002027,0,2,ramp,fast,29.0,58.0,29,0,0.0,0.004442,0,0,mainline,fast,18.0,47.0,29,0,0.0,0.010984,0,0,mainline,slow,30.0,59.0,29,0,0.0,0.035902,0,0
maximin_920104,maximin,920104,H1,H1_00061,success,1,0,0,V1>V3>V2>V0,ramp,slow,32.0,61.0,29,0,0.0,0.027559,0,1,ramp,fast,18.0,47.0,29,0,0.0,0.0,0,0,mainline,fast,30.0,59.0,29,0,0.0,0.011338,0,0,mainline,slow,19.0,49.0,30,0,0.0,0.003841,0,1
maximin_920104,maximin,920104,H1,H1_00062,success,1,0,0,V3>V1>V2>V0,ramp,fast,30.0,57.0,27,0,0.0,0.004698,0,2,ramp,slow,20.0,48.0,28,0,0.0,0.0011,0,0,mainline,fast,30.0,56.0,26,0,0.0,0.027048,0,1,mainline,slow,19.0,47.0,28,0,0.0,0.027555,0,0
maximin_920104,maximin,920104,H1,H1_00063,success,1,0,0,V1>V2>V3>V0,ramp,slow,32.0,62.0,30,0,0.0,0.037486,0,0,ramp,fast,20.0,49.0,29,0,0.0,0.0,0,0,mainline,slow,20.0,51.0,31,0,0.0,0.016344,0,1,mainline,fast,31.0,60.0,29,0,0.0,0.00444,0,0
maximin_920104,maximin,920104,H1,H1_00064,success,1,0,0,V2>V0>V3>V1,ramp,slow,22.0,54.0,32,1,0.03125,0.181016,0,0,ramp,fast,30.0,57.0,27,0,0.0,0.037857,0,0,mainline,slow,22.0,52.0,30,0,0.0,0.009244,0,0,mainline,fast,29.0,56.0,27,0,0.0,0.035943,0,0
maximin_920104,maximin,920104,H1,H1_00065,success,1,0,0,V3>V0>V1>V2,ramp,slow,18.0,48.0,30,0,0.0,0.006761,0,2,ramp,fast,29.0,58.0,29,0,0.0,0.00804,0,0,mainline,slow,30.0,59.0,29,0,0.0,0.035902,0,0,mainline,fast,18.0,47.0,29,0,0.0,0.008052,0,0
maximin_920104,maximin,920104,H1,H1_00066,success,1,0,0,V3>V1>V0>V2,ramp,fast,29.0,58.0,29,0,0.0,0.004441,0,0,ramp,slow,18.0,48.0,30,0,0.0,0.002027,0,2,mainline,slow,30.0,60.0,30,0,0.0,0.037486,0,0,mainline,fast,18.0,47.0,29,0,0.0,0.010984,0,0
maximin_920104,maximin,920104,H1,H1_00067,collision,0,1,0,V0>V2,ramp,fast,21.0,59.0,38,9,0.2368421052631578,1.8,9,10,ramp,slow,31.0,,31,2,0.064516129032258,0.4,2,2,mainline,fast,21.0,59.0,38,10,0.2631578947368421,2.0,10,11,mainline,slow,31.0,,31,7,0.2258064516129032,1.4,7,7
maximin_920104,maximin,920104,H1,H1_00068,success,1,0,0,V0>V3>V2>V1,ramp,slow,18.0,46.0,28,0,0.0,0.016464,0,0,ramp,fast,29.0,56.0,27,0,0.0,0.037857,0,0,mainline,fast,28.0,55.0,27,0,0.0,0.029223,0,0,mainline,slow,19.0,47.0,28,6,0.2142857142857142,0.002793,0,0
maximin_920104,maximin,920104,H1,H1_00069,collision,0,1,0,V0>V3,ramp,fast,21.0,59.0,38,10,0.2631578947368421,2.0,10,12,ramp,slow,31.0,,32,0,0.0,0.0,0,0,mainline,slow,31.0,,32,5,0.15625,1.0,5,5,mainline,fast,22.0,59.0,37,10,0.2702702702702703,2.0,10,12
maximin_920104,maximin,920104,H1,H1_00070,success,1,0,0,V0>V3>V2>V1,ramp,fast,18.0,47.0,29,0,0.0,0.015278,0,0,ramp,slow,30.0,60.0,30,0,0.0,0.035902,0,0,mainline,fast,29.0,58.0,29,0,0.0,0.0,0,0,mainline,slow,18.0,48.0,30,0,0.0,0.013066,0,1
maximin_920104,maximin,920104,H1,H1_00071,success,1,0,0,V1>V3>V2>V0,ramp,slow,30.0,60.0,30,0,0.0,0.020771,0,1,ramp,fast,19.0,49.0,30,0,0.0,0.0,0,0,mainline,fast,30.0,58.0,28,0,0.0,0.015129,0,0,mainline,slow,18.0,50.0,32,2,0.0625,0.14121,0,1
maximin_920104,maximin,920104,H1,H1_00072,success,1,0,0,V0>V3>V1>V2,ramp,fast,20.0,46.0,26,0,0.0,0.029154,0,0,ramp,slow,33.0,73.0,40,0,0.0,0.0,0,0,mainline,slow,33.0,74.0,41,5,0.1219512195121951,1.0,5,5,mainline,fast,21.0,48.0,27,0,0.0,0.017919,0,0
maximin_920104,maximin,920104,H1,H1_00073,success,1,0,0,V2>V1>V3>V0,ramp,fast,28.0,55.0,27,3,0.1111111111111111,0.024165,0,0,ramp,slow,19.0,47.0,28,3,0.1071428571428571,0.021096,0,0,mainline,slow,18.0,46.0,28,0,0.0,0.022801,0,0,mainline,fast,28.0,54.0,26,0,0.0,0.025911,0,0
maximin_920104,maximin,920104,H1,H1_00074,success,1,0,0,V3>V0>V2>V1,ramp,slow,20.0,48.0,28,3,0.1071428571428571,0.021383,0,0,ramp,fast,30.0,57.0,27,0,0.0,0.037857,0,0,mainline,fast,29.0,56.0,27,0,0.0,0.029192,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.027555,0,0
maximin_920104,maximin,920104,H1,H1_00075,collision,0,1,0,V3>V1>V0>V2,ramp,slow,31.0,62.0,31,3,0.0967741935483871,0.8,2,2,ramp,fast,20.0,47.0,27,0,0.0,0.017919,0,0,mainline,slow,32.0,62.0,30,7,0.2333333333333333,0.003841,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.041718,0,0
maximin_920104,maximin,920104,H1,H1_00076,success,1,0,0,V0>V3>V2>V1,ramp,fast,21.0,50.0,29,0,0.0,0.0,0,0,ramp,slow,32.0,62.0,30,0,0.0,0.033002,0,0,mainline,fast,31.0,60.0,29,0,0.0,0.004431,0,0,mainline,slow,20.0,53.0,33,0,0.0,0.101389,0,1
maximin_920104,maximin,920104,H1,H1_00077,success,1,0,0,V1>V2>V3>V0,ramp,slow,31.0,60.0,29,0,0.0,0.038773,0,0,ramp,fast,19.0,48.0,29,0,0.0,0.010984,0,0,mainline,slow,19.0,49.0,30,3,0.1,0.026904,0,1,mainline,fast,30.0,56.0,26,0,0.0,0.043994,0,0
maximin_920104,maximin,920104,H1,H1_00078,collision,0,1,0,V3>V0>V1>V2,ramp,fast,19.0,46.0,27,0,0.0,0.015806,0,0,ramp,slow,30.0,61.0,31,1,0.032258064516129,0.2,1,2,mainline,slow,31.0,62.0,31,9,0.2903225806451613,0.647999,2,3,mainline,fast,18.0,45.0,27,0,0.0,0.029107,0,0
maximin_920104,maximin,920104,H1,H1_00079,success,1,0,0,V2>V0>V1>V3,ramp,slow,19.0,55.0,36,0,0.0,0.0,0,1,ramp,fast,30.0,60.0,30,0,0.0,0.0,0,0,mainline,fast,20.0,49.0,29,0,0.0,0.0,0,0,mainline,slow,30.0,65.0,35,0,0.0,0.0,0,0
maximin_920104,maximin,920104,H1,H1_00080,collision,0,1,0,V0>V3,ramp,fast,23.0,61.0,38,10,0.2631578947368421,2.0,10,12,ramp,slow,33.0,,32,0,0.0,0.0,0,0,mainline,slow,33.0,,32,5,0.15625,1.0,5,5,mainline,fast,23.0,61.0,38,10,0.2631578947368421,2.0,10,12
maximin_920104,maximin,920104,H1,H1_00081,collision,0,1,0,V0>V3>V1>V2,ramp,fast,20.0,47.0,27,0,0.0,0.03537,0,0,ramp,slow,33.0,81.0,48,18,0.375,3.2,16,16,mainline,slow,33.0,81.0,48,16,0.3333333333333333,2.8,14,14,mainline,fast,21.0,48.0,27,0,0.0,0.019403,0,0
maximin_920104,maximin,920104,H1,H1_00082,success,1,0,0,V3>V0>V2>V1,ramp,slow,19.0,47.0,28,4,0.1428571428571428,0.021096,0,0,ramp,fast,28.0,56.0,28,0,0.0,0.042725,0,4,mainline,fast,28.0,55.0,27,0,0.0,0.0296,0,0,mainline,slow,18.0,46.0,28,0,0.0,0.021472,0,0
maximin_920104,maximin,920104,H1,H1_00083,success,1,0,0,V2>V0>V1>V3,ramp,fast,20.0,48.0,28,2,0.0714285714285714,0.425824,2,2,ramp,slow,32.0,71.0,39,0,0.0,0.0,0,0,mainline,fast,19.0,47.0,28,0,0.0,0.021271,0,0,mainline,slow,32.0,73.0,41,6,0.1463414634146341,1.2,6,6
maximin_920104,maximin,920104,H1,H1_00084,success,1,0,0,V3>V0>V1>V2,ramp,slow,18.0,48.0,30,2,0.0666666666666666,0.002027,0,2,ramp,fast,29.0,58.0,29,0,0.0,0.008045,0,0,mainline,slow,30.0,60.0,30,0,0.0,0.037486,0,0,mainline,fast,18.0,47.0,29,0,0.0,0.010984,0,0
maximin_920104,maximin,920104,H1,H1_00085,success,1,0,0,V1>V3>V2>V0,ramp,slow,32.0,62.0,30,0,0.0,0.027559,0,1,ramp,fast,18.0,48.0,30,0,0.0,0.004443,0,0,mainline,fast,31.0,60.0,29,0,0.0,0.010413,0,0,mainline,slow,19.0,49.0,30,0,0.0,0.008231,0,1
maximin_920104,maximin,920104,H1,H1_00086,success,1,0,0,V0>V2>V1>V3,ramp,fast,19.0,46.0,27,0,0.0,0.029154,0,0,ramp,slow,32.0,71.0,39,0,0.0,0.0,0,0,mainline,fast,20.0,47.0,27,0,0.0,0.017919,0,0,mainline,slow,32.0,73.0,41,4,0.0975609756097561,0.8,4,4
maximin_920104,maximin,920104,H1,H1_00087,success,1,0,0,V3>V0>V1>V2,ramp,slow,20.0,55.0,35,0,0.0,0.0,0,1,ramp,fast,31.0,60.0,29,0,0.0,0.0,0,0,mainline,slow,31.0,66.0,35,0,0.0,0.0,0,0,mainline,fast,20.0,50.0,30,0,0.0,0.0,0,0
maximin_920104,maximin,920104,H1,H1_00088,success,1,0,0,V2>V1>V3>V0,ramp,fast,32.0,62.0,30,2,0.0666666666666666,0.6,2,2,ramp,slow,19.0,52.0,33,1,0.0303030303030303,0.718005,1,1,mainline,fast,21.0,51.0,30,0,0.0,0.0,0,0,mainline,slow,32.0,61.0,29,7,0.2413793103448276,0.038773,0,0
maximin_920104,maximin,920104,H1,H1_00089,success,1,0,0,V2>V0>V1>V3,ramp,slow,19.0,49.0,30,4,0.1333333333333333,0.197306,0,1,ramp,fast,29.0,59.0,30,0,0.0,0.004441,0,0,mainline,fast,19.0,48.0,29,0,0.0,0.010984,0,0,mainline,slow,31.0,60.0,29,0,0.0,0.035902,0,0
maximin_920104,maximin,920104,H1,H1_00090,success,1,0,0,V1>V2>V3>V0,ramp,slow,30.0,60.0,30,0,0.0,0.019742,0,0,ramp,fast,19.0,49.0,30,0,0.0,0.0,0,0,mainline,slow,19.0,51.0,32,0,0.0,0.0,0,1,mainline,fast,29.0,58.0,29,0,0.0,0.008022,0,0
maximin_920104,maximin,920104,H1,H1_00091,success,1,0,0,V1>V3>V2>V0,ramp,fast,29.0,56.0,27,1,0.037037037037037,0.030613,0,0,ramp,slow,18.0,46.0,28,0,0.0,0.016464,0,0,mainline,fast,29.0,55.0,26,0,0.0,0.029223,0,0,mainline,slow,19.0,47.0,28,6,0.2142857142857142,0.022963,0,0
maximin_920104,maximin,920104,H1,H1_00092,success,1,0,0,V1>V3>V2>V0,ramp,slow,30.0,60.0,30,0,0.0,0.037486,0,0,ramp,fast,18.0,47.0,29,0,0.0,0.013364,0,0,mainline,fast,29.0,58.0,29,0,0.0,0.0,0,0,mainline,slow,19.0,48.0,29,1,0.0344827586206896,0.002027,0,2
maximin_920104,maximin,920104,H1,H1_00093,collision,0,1,0,V0>V2>V1>V3,ramp,fast,18.0,45.0,27,0,0.0,0.029107,0,0,ramp,slow,31.0,62.0,31,12,0.3870967741935484,1.380046,1,1,mainline,fast,19.0,46.0,27,1,0.037037037037037,0.207561,1,1,mainline,slow,30.0,62.0,32,5,0.15625,1.389022,3,4
maximin_920104,maximin,920104,H1,H1_00094,success,1,0,0,V0>V2>V1>V3,ramp,slow,18.0,47.0,29,0,0.0,0.022864,0,0,ramp,fast,31.0,59.0,28,0,0.0,0.02503,0,0,mainline,slow,19.0,48.0,29,6,0.2068965517241379,0.027525,0,0,mainline,fast,31.0,60.0,29,4,0.1379310344827586,0.05558,0,0
maximin_920104,maximin,920104,H1,H1_00095,success,1,0,0,V1>V3>V0>V2,ramp,slow,31.0,70.0,39,0,0.0,0.0,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.029107,0,0,mainline,slow,31.0,72.0,41,4,0.0975609756097561,0.8,4,4,mainline,fast,19.0,46.0,27,0,0.0,0.015806,0,0
maximin_920104,maximin,920104,H1,H1_00096,success,1,0,0,V0>V2>V3>V1,ramp,fast,21.0,50.0,29,0,0.0,0.0,0,0,ramp,slow,32.0,62.0,30,0,0.0,0.033002,0,0,mainline,slow,20.0,53.0,33,0,0.0,0.101389,0,1,mainline,fast,31.0,60.0,29,0,0.0,0.004425,0,0
maximin_920104,maximin,920104,H1,H1_00097,success,1,0,0,V0>V3>V1>V2,ramp,slow,18.0,46.0,28,5,0.1785714285714285,0.020743,0,0,ramp,fast,30.0,58.0,28,0,0.0,0.032374,0,0,mainline,fast,30.0,61.0,31,3,0.0967741935483871,0.2,1,1,mainline,slow,17.0,46.0,29,0,0.0,0.024663,0,0
maximin_920104,maximin,920104,H1,H1_00098,success,1,0,0,V1>V2>V3>V0,ramp,slow,31.0,61.0,30,6,0.2,0.007437,0,1,ramp,fast,21.0,50.0,29,0,0.0,0.0,0,0,mainline,slow,20.0,52.0,32,0,0.0,0.0,0,1,mainline,fast,31.0,60.0,29,0,0.0,0.016688,0,0
maximin_920104,maximin,920104,H1,H1_00099,collision,0,1,0,V1>V3,ramp,slow,32.0,,31,2,0.064516129032258,0.4,2,2,ramp,fast,22.0,60.0,38,10,0.2631578947368421,2.0,10,11,mainline,slow,32.0,,31,7,0.2258064516129032,1.4,7,7,mainline,fast,22.0,60.0,38,10,0.2631578947368421,2.0,10,11
maximin_920104,maximin,920104,H1,H1_00100,success,1,0,0,V0>V3>V1>V2,ramp,slow,20.0,50.0,30,4,0.1333333333333333,0.02497,0,1,ramp,fast,31.0,60.0,29,0,0.0,0.015188,0,0,mainline,slow,32.0,61.0,29,0,0.0,0.026775,0,0,mainline,fast,21.0,50.0,29,0,0.0,0.010979,0,0
maximin_920104,maximin,920104,H1,H1_00101,collision,0,1,0,V3>V1>V0>V2,ramp,fast,32.0,64.0,32,2,0.0625,0.461856,2,4,ramp,slow,19.0,47.0,28,3,0.1071428571428571,0.021096,0,0,mainline,fast,32.0,65.0,33,11,0.3333333333333333,1.393513,5,6,mainline,slow,18.0,46.0,28,0,0.0,0.02664,0,0
maximin_920104,maximin,920104,H1,H1_00102,success,1,0,0,V1>V3>V2>V0,ramp,slow,30.0,59.0,29,0,0.0,0.037486,0,0,ramp,fast,19.0,48.0,29,0,0.0,0.010984,0,0,mainline,fast,29.0,56.0,27,0,0.0,0.043994,0,0,mainline,slow,19.0,49.0,30,3,0.1,0.026904,0,1
maximin_920104,maximin,920104,H1,H1_00103,success,1,0,0,V1>V2>V0>V3,ramp,slow,31.0,70.0,39,0,0.0,0.0,0,0,ramp,fast,18.0,45.0,27,0,0.0,0.029107,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.015806,0,0,mainline,slow,31.0,72.0,41,5,0.1219512195121951,1.0,5,5
maximin_920104,maximin,920104,H1,H1_00104,success,1,0,0,V0>V2>V3>V1,ramp,fast,20.0,50.0,30,0,0.0,0.0,0,0,ramp,slow,31.0,66.0,35,0,0.0,0.0,0,0,mainline,slow,20.0,55.0,35,0,0.0,0.0,0,1,mainline,fast,31.0,60.0,29,0,0.0,0.0,0,0
maximin_920104,maximin,920104,H1,H1_00105,success,1,0,0,V2>V1>V0>V3,ramp,fast,29.0,58.0,29,0,0.0,0.004438,0,0,ramp,slow,19.0,49.0,30,2,0.0666666666666666,0.023326,0,1,mainline,fast,19.0,48.0,29,0,0.0,0.010984,0,0,mainline,slow,30.0,60.0,30,0,0.0,0.035902,0,0
maximin_920104,maximin,920104,H1,H1_00106,success,1,0,0,V1>V3>V2>V0,ramp,slow,30.0,59.0,29,2,0.0689655172413793,0.020771,0,1,ramp,fast,19.0,49.0,30,0,0.0,0.0,0,0,mainline,fast,30.0,58.0,28,0,0.0,0.016688,0,0,mainline,slow,19.0,50.0,31,0,0.0,0.010006,0,1
maximin_920104,maximin,920104,H1,H1_00107,success,1,0,0,V2>V1>V3>V0,ramp,fast,29.0,56.0,27,0,0.0,0.037857,0,0,ramp,slow,19.0,48.0,29,4,0.1379310344827586,0.021383,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.027555,0,0,mainline,fast,28.0,55.0,27,0,0.0,0.041798,0,0
maximin_920104,maximin,920104,H1,H1_00108,collision,0,1,0,V1>V3,ramp,slow,31.0,,31,7,0.2258064516129032,1.2,6,6,ramp,fast,21.0,58.0,37,8,0.2162162162162162,1.6,8,8,mainline,slow,31.0,,31,8,0.2580645161290322,1.6,8,8,mainline,fast,21.0,59.0,38,11,0.2894736842105263,2.2,11,11
maximin_920104,maximin,920104,H1,H1_00109,success,1,0,0,V1>V3>V0>V2,ramp,fast,28.0,54.0,26,0,0.0,0.03187,0,0,ramp,slow,18.0,46.0,28,0,0.0,0.016668,0,0,mainline,fast,29.0,55.0,26,2,0.0769230769230769,0.0296,0,0,mainline,slow,19.0,47.0,28,4,0.1428571428571428,0.027065,0,0
maximin_920104,maximin,920104,H1,H1_00110,success,1,0,0,V3>V1>V0>V2,ramp,fast,29.0,58.0,29,0,0.0,0.008049,0,0,ramp,slow,18.0,48.0,30,2,0.0666666666666666,0.002027,0,2,mainline,slow,30.0,60.0,30,0,0.0,0.037486,0,0,mainline,fast,18.0,47.0,29,0,0.0,0.010984,0,0
maximin_920104,maximin,920104,H1,H1_00111,collision,0,1,0,V0>V3>V1>V2,ramp,slow,18.0,47.0,29,0,0.0,0.022864,0,0,ramp,fast,31.0,64.0,33,2,0.0606060606060606,0.489723,2,4,mainline,fast,31.0,64.0,33,11,0.3333333333333333,1.393513,6,6,mainline,slow,19.0,48.0,29,6,0.2068965517241379,0.027525,0,0
maximin_920104,maximin,920104,H1,H1_00112,collision,0,1,0,V3>V0>V1>V2,ramp,fast,19.0,47.0,28,0,0.0,0.015918,0,0,ramp,slow,31.0,61.0,30,0,0.0,0.0,0,2,mainline,slow,31.0,63.0,32,5,0.15625,0.112455,0,2,mainline,fast,19.0,45.0,26,0,0.0,0.041663,0,0
maximin_920104,maximin,920104,H1,H1_00113,success,1,0,0,V1>V3>V2>V0,ramp,slow,30.0,64.0,34,1,0.0294117647058823,1.196877,1,1,ramp,fast,20.0,49.0,29,0,0.0,0.0,0,0,mainline,fast,30.0,60.0,30,0,0.0,0.0,0,0,mainline,slow,19.0,55.0,36,0,0.0,0.0,0,1
maximin_920104,maximin,920104,H1,H1_00114,success,1,0,0,V0>V3>V2>V1,ramp,fast,19.0,46.0,27,0,0.0,0.041718,0,0,ramp,slow,32.0,63.0,31,0,0.0,0.0,0,0,mainline,slow,31.0,62.0,31,0,0.0,0.0,0,0,mainline,fast,20.0,47.0,27,0,0.0,0.017919,0,0
maximin_920104,maximin,920104,H1,H1_00115,success,1,0,0,V0>V3>V2>V1,ramp,fast,20.0,50.0,30,0,0.0,0.0,0,0,ramp,slow,31.0,60.0,29,0,0.0,0.015344,0,1,mainline,fast,31.0,57.0,26,0,0.0,0.043907,0,0,mainline,slow,20.0,51.0,31,1,0.032258064516129,0.19306,0,1
maximin_920104,maximin,920104,H1,H1_00116,collision,0,1,0,V3>V1>V0>V2,ramp,slow,30.0,62.0,32,4,0.125,1.0,3,5,ramp,fast,19.0,46.0,27,0,0.0,0.015806,0,0,mainline,slow,31.0,62.0,31,10,0.3225806451612903,0.78051,1,1,mainline,fast,18.0,45.0,27,0,0.0,0.029107,0,0
maximin_920104,maximin,920104,H1,H1_00117,success,1,0,0,V0>V2>V3>V1,ramp,fast,20.0,50.0,30,0,0.0,0.0,0,0,ramp,slow,31.0,64.0,33,1,0.0303030303030303,1.317624,1,1,mainline,slow,20.0,55.0,35,0,0.0,0.0,0,1,mainline,fast,30.0,60.0,30,0,0.0,0.0,0,0
maximin_920104,maximin,920104,H1,H1_00118,collision,0,1,0,V3>V0>V1>V2,ramp,slow,21.0,57.0,36,2,0.0555555555555555,1.2,2,2,ramp,fast,33.0,67.0,34,1,0.0294117647058823,0.2,1,8,mainline,fast,33.0,68.0,35,5,0.1428571428571428,0.63169,3,8,mainline,slow,21.0,55.0,34,4,0.1176470588235294,0.8,4,4
maximin_920104,maximin,920104,H1,H1_00119,success,1,0,0,V1>V3>V2>V0,ramp,slow,31.0,61.0,30,0,0.0,0.012954,0,0,ramp,fast,20.0,50.0,30,0,0.0,0.0,0,0,mainline,fast,31.0,60.0,29,0,0.0,0.0,0,0,mainline,slow,19.0,53.0,34,0,0.0,0.301389,1,1
maximin_920104,maximin,920104,H1,H1_00120,success,1,0,0,V3>V1>V0>V2,ramp,fast,30.0,56.0,26,0,0.0,0.029192,0,0,ramp,slow,20.0,48.0,28,0,0.0,0.021383,0,0,mainline,fast,30.0,57.0,27,4,0.1481481481481481,0.429294,2,2,mainline,slow,19.0,47.0,28,0,0.0,0.023417,0,0
maximin_920104,maximin,920104,H1,H1_00121,success,1,0,0,V0>V2>V3>V1,ramp,fast,20.0,49.0,29,0,0.0,0.0,0,0,ramp,slow,31.0,60.0,29,6,0.2068965517241379,0.020771,0,1,mainline,slow,19.0,51.0,32,1,0.03125,0.320677,0,1,mainline,fast,30.0,59.0,29,0,0.0,0.017855,0,0
maximin_920104,maximin,920104,H1,H1_00122,success,1,0,0,V1>V3>V2>V0,ramp,slow,30.0,59.0,29,0,0.0,0.037486,0,0,ramp,fast,19.0,48.0,29,0,0.0,0.004442,0,0,mainline,fast,29.0,56.0,27,0,0.0,0.043907,0,0,mainline,slow,18.0,49.0,31,5,0.1612903225806451,0.191888,0,1
maximin_920104,maximin,920104,H1,H1_00123,success,1,0,0,V2>V0>V1>V3,ramp,slow,19.0,54.0,35,0,0.0,0.0,0,1,ramp,fast,30.0,60.0,30,0,0.0,0.0,0,0,mainline,fast,19.0,49.0,30,0,0.0,0.0,0,0,mainline,slow,30.0,65.0,35,0,0.0,0.0,0,0
maximin_920104,maximin,920104,H1,H1_00124,success,1,0,0,V3>V1>V0>V2,ramp,slow,31.0,68.0,37,0,0.0,0.0,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.017919,0,0,mainline,slow,31.0,70.0,39,5,0.1282051282051282,1.0,5,6,mainline,fast,18.0,45.0,27,0,0.0,0.029107,0,0
maximin_920104,maximin,920104,H1,H1_00125,success,1,0,0,V2>V1>V0>V3,ramp,fast,30.0,60.0,30,0,0.0,0.004442,0,0,ramp,slow,20.0,50.0,30,0,0.0,0.022279,0,1,mainline,fast,20.0,49.0,29,0,0.0,0.015303,0,0,mainline,slow,32.0,61.0,29,0,0.0,0.035902,0,0
maximin_920104,maximin,920104,H1,H1_00126,collision,0,1,0,V0>V2,ramp,fast,22.0,60.0,38,10,0.2631578947368421,2.0,10,12,ramp,slow,32.0,,32,9,0.28125,1.8,9,9,mainline,fast,22.0,60.0,38,10,0.2631578947368421,2.0,10,12,mainline,slow,33.0,,31,9,0.2903225806451613,1.8,9,9
maximin_920104,maximin,920104,H1,H1_00127,success,1,0,0,V3>V1>V0>V2,ramp,fast,30.0,60.0,30,0,0.0,0.004435,0,0,ramp,slow,20.0,50.0,30,0,0.0,0.009474,0,1,mainline,slow,31.0,61.0,30,0,0.0,0.033953,0,0,mainline,fast,20.0,49.0,29,0,0.0,0.008052,0,0
maximin_920104,maximin,920104,H1,H1_00128,collision,0,1,0,V1>V2,ramp,slow,32.0,,31,0,0.0,0.0,0,0,ramp,fast,22.0,60.0,38,10,0.2631578947368421,2.0,10,12,mainline,fast,22.0,60.0,38,10,0.2631578947368421,2.0,10,12,mainline,slow,32.0,,31,5,0.1612903225806451,1.0,5,5
maximin_920104,maximin,920104,H1,H1_00129,success,1,0,0,V1>V2>V3>V0,ramp,slow,30.0,60.0,30,0,0.0,0.038773,0,0,ramp,fast,19.0,47.0,28,0,0.0,0.01683,0,0,mainline,slow,19.0,48.0,29,0,0.0,0.009853,0,1,mainline,fast,29.0,58.0,29,0,0.0,0.013325,0,0
maximin_920104,maximin,920104,H1,H1_00130,success,1,0,0,V0>V3>V2>V1,ramp,fast,19.0,49.0,30,0,0.0,0.0,0,0,ramp,slow,29.0,58.0,29,0,0.0,0.039821,0,0,mainline,fast,29.0,56.0,27,0,0.0,0.043907,0,0,mainline,slow,19.0,51.0,32,0,0.0,0.0,0,1
maximin_920104,maximin,920104,H1,H1_00131,success,1,0,0,V2>V0>V1>V3,ramp,slow,20.0,49.0,29,4,0.1379310344827586,0.002116,0,2,ramp,fast,30.0,59.0,29,0,0.0,0.010987,0,0,mainline,fast,19.0,48.0,29,0,0.0,0.015303,0,0,mainline,slow,32.0,61.0,29,0,0.0,0.038773,0,0
maximin_920104,maximin,920104,H1,H1_00132,success,1,0,0,V0>V2>V3>V1,ramp,fast,18.0,48.0,30,0,0.0,0.008054,0,0,ramp,slow,30.0,60.0,30,0,0.0,0.035902,0,0,mainline,slow,19.0,49.0,30,0,0.0,0.010163,0,2,mainline,fast,29.0,56.0,27,0,0.0,0.043994,0,0
maximin_920104,maximin,920104,H1,H1_00133,success,1,0,0,V1>V2>V0>V3,ramp,slow,32.0,72.0,40,0,0.0,0.0,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.029154,0,0,mainline,fast,20.0,48.0,28,0,0.0,0.018046,0,0,mainline,slow,33.0,74.0,41,5,0.1219512195121951,1.0,5,5
maximin_920104,maximin,920104,H1,H1_00134,success,1,0,0,V1>V2>V0>V3,ramp,fast,31.0,59.0,28,0,0.0,0.024672,0,0,ramp,slow,18.0,46.0,28,0,0.0,0.006706,0,0,mainline,slow,19.0,47.0,28,10,0.3571428571428571,0.022963,0,0,mainline,fast,31.0,60.0,29,4,0.1379310344827586,0.054791,0,0
maximin_920104,maximin,920104,H1,H1_00135,success,1,0,0,V1>V3>V0>V2,ramp,fast,28.0,55.0,27,0,0.0,0.024165,0,0,ramp,slow,18.0,46.0,28,0,0.0,0.016464,0,0,mainline,fast,28.0,56.0,28,0,0.0,0.029607,0,4,mainline,slow,19.0,46.0,27,8,0.2962962962962963,0.022655,0,0
maximin_920104,maximin,920104,H1,H1_00136,success,1,0,0,V0>V3>V2>V1,ramp,fast,19.0,49.0,30,0,0.0,0.0,0,0,ramp,slow,30.0,65.0,35,0,0.0,0.0,0,0,mainline,fast,30.0,59.0,29,0,0.0,0.0,0,0,mainline,slow,19.0,54.0,35,0,0.0,0.0,0,1
